bare_soil,dry_vegetation,pc_missing,green_vegetation,water,wetness,date,ard_product,nwi_id,norm_pv,norm_npv,norm_bs
0.14479374110953058,0.3682645803698435,0.0,0.44587482219061164,0.01849217638691323,0.00995732574679943,1986-08-16T01:32:51Z,ls5,qd9u96564zjz,0.4517415091394653,0.3731100950745452,0.14669889365227687
0.4216368286445013,0.3238107416879795,0.44381223328591746,0.2450383631713555,0.0,0.0,1987-05-31T01:35:27Z,ls5,qd9u96564zjz,0.24739206775459616,0.32692109068374303,0.42568684156166087
0.09732574679943101,0.3955049786628734,0.0,0.47466571834992893,0.012802275960170697,0.007112375533428165,1987-09-04T01:37:49Z,ls5,qd9u96564zjz,0.4808419906536809,0.4006512244339039,0.0985921334188164
0.13603129445234707,0.3842389758179232,0.0,0.4587908961593172,0.005689900426742532,0.002844950213371266,1987-10-22T01:38:48Z,ls5,qd9u96564zjz,0.46460343845970253,0.3891070002689203,0.1377547106312633
0.10173789173789174,0.4383618233618234,0.0014224751066855834,0.44770655270655263,0.0,0.0,1987-11-07T01:39:08Z,ls5,qd9u96564zjz,0.4532331564374711,0.4437730733733272,0.10299377018920167
0.0,0.8692424242424241,0.9061166429587482,0.11060606060606061,0.0,0.0,1987-11-23T01:39:27Z,ls5,qd9u96564zjz,0.11288077934127108,0.887119220658729,0.0
0.10112375533428165,0.5015504978662874,0.0,0.38506401137980084,0.0,0.0,1987-12-09T01:39:40Z,ls5,qd9u96564zjz,0.38984417753967565,0.507776721679772,0.10237910078055244
0.028767772511848342,0.5142496050552923,0.09957325746799428,0.3139336492890995,0.009478672985781991,0.12480252764612954,1987-12-25T01:39:56Z,ls5,qd9u96564zjz,0.31714561675809116,0.5195110767265189,0.029062105883478462
,,1.0,,,,1988-01-10T01:40:12Z,ls5,qd9u96564zjz,,,
0.11553342816500711,0.5215220483641536,0.0,0.3506258890469417,0.0,0.0,1988-01-26T01:40:30Z,ls5,qd9u96564zjz,0.354998991848374,0.5280266152029265,0.11697439294869949
