bare_soil,dry_vegetation,pc_missing,green_vegetation,water,wetness,date,ard_product,nwi_id,norm_pv,norm_npv,norm_bs
0.38666666666666666,0.3766666666666667,0.0,0.22,0.0,0.0,1986-08-16T01:32:51Z,ls5,qd9fej60wj84,0.22372881355932203,0.38305084745762713,0.3932203389830508
,,1.0,,,,1987-05-31T01:35:27Z,ls5,qd9fej60wj84,,,
,,1.0,,,,1987-09-04T01:37:49Z,ls5,qd9fej60wj84,,,
0.27,0.34,0.0,0.38000000000000006,0.0,0.0,1987-10-22T01:38:48Z,ls5,qd9fej60wj84,0.38383838383838387,0.3434343434343434,0.2727272727272727
0.19333333333333336,0.36999999999999994,0.0,0.4266666666666666,0.0,0.0,1987-11-07T01:39:08Z,ls5,qd9fej60wj84,0.43097643097643096,0.3737373737373737,0.19528619528619534
,,1.0,,,,1987-11-23T01:39:27Z,ls5,qd9fej60wj84,,,
0.24666666666666667,0.36999999999999994,0.0,0.37000000000000005,0.0,0.0,1987-12-09T01:39:40Z,ls5,qd9fej60wj84,0.37500000000000006,0.37499999999999994,0.25
0.12666666666666668,0.47333333333333333,0.0,0.39000000000000007,0.0,0.0,1987-12-25T01:39:56Z,ls5,qd9fej60wj84,0.393939393939394,0.47811447811447805,0.12794612794612795
,,1.0,,,,1988-01-10T01:40:12Z,ls5,qd9fej60wj84,,,
0.22999999999999998,0.4166666666666667,0.0,0.34,0.0,0.0,1988-01-26T01:40:30Z,ls5,qd9fej60wj84,0.3445945945945946,0.4222972972972973,0.2331081081081081
0.15666666666666668,0.4366666666666667,0.0,0.3866666666666667,0.0,0.0,1988-02-11T01:40:48Z,ls5,qd9fej60wj84,0.39455782312925164,0.44557823129251695,0.15986394557823128
0.13,0.48,0.0,0.38000000000000006,0.0,0.0,1988-02-27T01:41:00Z,ls5,qd9fej60wj84,0.38383838383838387,0.4848484848484848,0.1313131313131313
0.14333333333333334,0.43,0.0,0.41,0.0,0.0,1988-03-14T01:41:09Z,ls5,qd9fej60wj84,0.41694915254237286,0.43728813559322033,0.14576271186440679
0.09999999999999999,0.49,0.0,0.4000000000000001,0.0,0.0,1988-03-30T01:41:16Z,ls5,qd9fej60wj84,0.4040404040404041,0.4949494949494949,0.101010101010101
,,1.0,,,,1988-05-17T01:41:38Z,ls5,qd9fej60wj84,,,
,,1.0,,,,1988-06-02T01:41:44Z,ls5,qd9fej60wj84,,,
0.10999999999999999,0.48,0.0,0.4033333333333333,0.0,0.0,1988-07-20T01:41:56Z,ls5,qd9fej60wj84,0.40604026845637586,0.48322147651006714,0.11073825503355704
0.16,0.43999999999999995,0.0,0.3866666666666667,0.0,0.0,1988-08-05T01:41:58Z,ls5,qd9fej60wj84,0.39189189189189194,0.4459459459459459,0.16216216216216217
0.16,0.43999999999999995,0.0,0.38999999999999996,0.0,0.0,1988-08-21T01:41:59Z,ls5,qd9fej60wj84,0.3939393939393939,0.4444444444444444,0.16161616161616163
,,1.0,,,,1988-09-06T01:42:02Z,ls5,qd9fej60wj84,,,
0.10333333333333333,0.06666666666666667,0.0,0.16,0.0,0.6666666666666666,1988-09-22T01:41:57Z,ls5,qd9fej60wj84,0.16161616161616163,0.06734006734006735,0.10437710437710437
,,1.0,,,,1988-10-08T01:41:52Z,ls5,qd9fej60wj84,,,
0.13,0.4266666666666667,0.0,0.43333333333333335,0.0,0.0,1988-10-24T01:41:47Z,ls5,qd9fej60wj84,0.43771043771043766,0.43097643097643096,0.1313131313131313
0.12,0.44333333333333336,0.0,0.42333333333333334,0.0,0.0,1988-11-09T01:41:50Z,ls5,qd9fej60wj84,0.42905405405405406,0.44932432432432434,0.12162162162162161
0.10666666666666667,0.47333333333333333,0.0,0.41,0.0,0.0,1988-11-25T01:41:50Z,ls5,qd9fej60wj84,0.41414141414141414,0.4781144781144781,0.10774410774410775
0.12666666666666668,0.4633333333333334,0.0,0.3933333333333333,0.0,0.0,1988-12-11T01:41:39Z,ls5,qd9fej60wj84,0.39999999999999997,0.4711864406779661,0.1288135593220339
0.09666666666666668,0.49333333333333335,0.0,0.39999999999999997,0.0,0.0,1989-01-12T01:41:26Z,ls5,qd9fej60wj84,0.40404040404040403,0.4983164983164983,0.09764309764309766
0.09333333333333334,0.4766666666666666,0.0,0.42,0.0,0.0,1989-01-28T01:41:13Z,ls5,qd9fej60wj84,0.42424242424242425,0.48148148148148145,0.09427609427609428
0.07666666666666667,0.5,0.0,0.41333333333333333,0.0,0.0,1989-02-13T01:41:14Z,ls5,qd9fej60wj84,0.4175084175084175,0.5050505050505051,0.07744107744107745
